job_id,title,company,skills_required,location
653,Full Stack Developer,Villanueva-Gillespie,docker;python,Amritsar
654,Quality Analyst,"Thomas, Hunt and Brown",django;nlp;excel;sql;nodejs;c++,Jalandhar
655,Accountant,Cook-Schwartz,kubernetes;nodejs;excel;accounting,Firozpur
656,Quality Analyst,Ramsey Group,accounting;flask,Chandigarh
657,Data Analyst,Olson Ltd,marketing;project_management;python;nodejs;flask;c++;docker,Jalandhar
658,Digital Marketer,Watson-Casey,nlp;hr;excel;django;kubernetes;accounting,Chandigarh
659,HR Executive,"Hurst, Kim and Burke",sales;dl;flask;kubernetes;c++;hr;ml,Ludhiana
660,HR Executive,Sawyer-Shannon,marketing;sql,Firozpur
661,Field Officer,Rose-Mcneil,java;dl;excel;sales;sql;kubernetes;python,Amritsar
662,Machine Learning Engineer,Mitchell-Stevens,hr;nodejs;c++;sql;communication;python,Hoshiarpur
663,Full Stack Developer,Collins-Curtis,excel;c++;docker;react;nodejs;dl;aws;nlp,Jalandhar
664,Sales Executive,"Burke, Boyd and Price",excel;nlp;communication,Hoshiarpur
665,Accountant,"Smith, Cook and Marshall",excel;react;accounting;sql;aws;nodejs;hr;flask,Firozpur
666,Full Stack Developer,Crawford Ltd,python;dl;communication;accounting,Mohali
667,Accountant,Alvarado-Williams,flask;django;communication;sql;docker;react;c++;nlp,Chandigarh
668,Quality Analyst,"Mitchell, Brown and Haynes",marketing;java;docker,Bathinda
669,HR Executive,"Griffith, Mccann and Brooks",ml;aws;dl;project_management;react;c++,Mohali
670,Accountant,Garza-King,sales;docker;accounting;sql;aws;nlp;python;hr,Firozpur
671,Full Stack Developer,Andrade-Burch,marketing;ml;project_management;hr;c++,Hoshiarpur
672,Accountant,Johnson-Andrews,react;django;aws;python;dl,Mohali
673,Digital Marketer,Jensen-Cooper,hr;python;react;c++,Mohali
674,Machine Learning Engineer,"Frank, White and Davis",dl;marketing;hr;flask;react;nlp;c++,Hoshiarpur
675,Accountant,Thomas Ltd,hr;aws;java;flask;docker,Patiala
676,Full Stack Developer,"Hood, Hampton and Allen",excel;sales,Chandigarh
677,HR Executive,"Shea, Anderson and Krause",ml;dl;aws,Amritsar
678,HR Executive,"Holland, Weaver and Love",marketing;communication,Jalandhar
679,Data Analyst,"Moran, Pitts and Simpson",accounting;nlp;docker;python;kubernetes;sql;communication;django,Mohali
680,Software Developer,Carroll PLC,sales;react;aws;accounting;nodejs;c++,Jalandhar
681,Accountant,"Hernandez, Mejia and Garrett",project_management;marketing;accounting;react,Patiala
682,Digital Marketer,Williams-Wells,aws;java;excel;kubernetes,Patiala
683,Data Analyst,Gould Inc,c++;python,Mohali
684,Machine Learning Engineer,Cox-Byrd,nodejs;project_management,Bathinda
685,Software Developer,Kim Group,ml;flask;communication,Firozpur
686,Software Developer,Lamb-Mccann,java;nodejs;docker;marketing;kubernetes,Hoshiarpur
687,Digital Marketer,"Tanner, Jennings and Decker",marketing;python;java;react;aws,Amritsar
688,Accountant,White Group,project_management;nlp;nodejs;react,Jalandhar
689,Quality Analyst,"Scott, Parker and Dillon",sql;nlp;java;marketing;dl,Jalandhar
690,Machine Learning Engineer,Johnson Inc,excel;c++;django,Patiala
691,Sales Executive,Thomas-Howard,c++;flask;ml;java;nodejs;python;dl,Ludhiana
692,Data Analyst,Graham-Washington,django;accounting;docker;nlp,Ludhiana
693,Field Officer,"Patel, Bates and Marshall",excel;c++;communication;flask;dl,Chandigarh
694,HR Executive,Benitez-Smith,project_management;nlp,Bathinda
695,Field Officer,Thomas-Galvan,accounting;c++;ml;aws;java;python,Amritsar
696,Machine Learning Engineer,Holt-Bailey,excel;sql;nlp;kubernetes;react,Bathinda
697,Software Developer,"Craig, West and Woods",nlp;sales,Patiala
698,Sales Executive,"Goodman, Obrien and Brandt",ml;c++;aws;accounting;communication,Ludhiana
699,Software Developer,Chang-Solis,dl;c++;react;sql;aws;flask;django;python,Hoshiarpur
700,Sales Executive,Moyer-Baker,excel;flask;nodejs;marketing;python;java,Chandigarh
701,Software Developer,Acosta-Reed,aws;react;nodejs;ml,Firozpur
702,Software Developer,Hernandez LLC,nlp;react,Ludhiana
703,Digital Marketer,Alvarez-Lopez,accounting;kubernetes;hr;java;communication;excel;c++;django,Amritsar
704,Software Developer,Hoffman PLC,communication;dl;accounting;docker;hr;flask,Jalandhar
705,HR Executive,"Hunt, Berger and Oneal",nodejs;sales;flask;react;docker;hr,Hoshiarpur
706,Full Stack Developer,West-Gross,accounting;dl;java,Amritsar
707,Accountant,"Durham, Parker and Williams",accounting;python,Hoshiarpur
708,Field Officer,Frazier LLC,django;sales;react;java;excel,Mohali
709,Accountant,Curry PLC,django;marketing;project_management;docker;dl;accounting,Firozpur
710,Quality Analyst,"Johnson, Mitchell and Merritt",hr;kubernetes;aws,Patiala
711,Machine Learning Engineer,Owen PLC,sql;excel;react;docker;aws,Hoshiarpur
712,Sales Executive,Lopez-Perez,nodejs;marketing;ml;sql;flask;aws;python;hr,Hoshiarpur
713,Accountant,"Cooper, Roberson and Weaver",docker;aws;java;accounting;hr;dl,Ludhiana
714,Digital Marketer,Noble-Burnett,accounting;flask;java;hr;nlp;react,Mohali
715,HR Executive,Cervantes-Lewis,java;docker;c++;django;sql,Patiala
716,Digital Marketer,Peters-White,react;nlp;kubernetes;django;marketing,Jalandhar
717,Accountant,Hays PLC,hr;communication;accounting,Hoshiarpur
718,Data Analyst,"Rios, Gonzales and Hardy",sales;ml;sql;accounting,Jalandhar
719,Machine Learning Engineer,"Morgan, Moore and Figueroa",excel;nodejs;accounting;react;docker,Ludhiana
720,Digital Marketer,Taylor PLC,django;project_management;aws;dl;docker,Patiala
721,Sales Executive,Oconnor-Greene,project_management;hr;nlp;marketing;flask;communication,Jalandhar
722,Machine Learning Engineer,"Hampton, Romero and Duncan",docker;accounting,Chandigarh
723,Software Developer,"Henderson, Bishop and Riggs",project_management;docker;aws;sql;communication,Amritsar
724,Quality Analyst,Watson-Floyd,python;react;c++;communication,Patiala
725,Accountant,"Williams, Potter and Miller",django;flask;hr,Chandigarh
726,Data Analyst,Tucker-Davis,docker;communication;python;java;nlp;nodejs;excel,Chandigarh
727,Digital Marketer,"Wolf, Johnson and Cabrera",kubernetes;sales;aws;nlp;dl;c++,Hoshiarpur
728,Digital Marketer,"Hayes, Greer and Flores",react;hr;sql;nodejs,Mohali
729,Machine Learning Engineer,"White, Murray and Wilson",django;accounting;react;java,Ludhiana
730,Software Developer,Diaz LLC,flask;hr;kubernetes;ml;accounting,Ludhiana
731,Machine Learning Engineer,Foster and Sons,kubernetes;react;c++;dl;aws,Amritsar
732,Sales Executive,"Wagner, Lee and Davis",aws;nodejs;sql,Firozpur
733,Full Stack Developer,Foley-Nelson,hr;communication;django,Firozpur
734,Sales Executive,Guerra Inc,sql;accounting;dl,Chandigarh
735,Digital Marketer,Adams-Bennett,sales;django;dl;java,Firozpur
736,Field Officer,"Chase, Taylor and Harrison",java;project_management;kubernetes;c++,Bathinda
737,Software Developer,Martinez Group,project_management;django,Jalandhar
738,Software Developer,"Hale, Rodriguez and Thomas",dl;flask;aws;sales;docker;react;ml,Patiala
739,Data Analyst,Casey PLC,sql;react;django,Hoshiarpur
740,HR Executive,"Sims, Chambers and Griffin",hr;communication,Amritsar
741,Sales Executive,Ward-Allen,react;accounting;marketing,Mohali
742,Quality Analyst,Turner-Webb,docker;react;kubernetes;excel;sql;java;django,Jalandhar
743,Sales Executive,Thomas Group,dl;communication;project_management;kubernetes;c++;django;hr;accounting,Amritsar
744,HR Executive,Allen Ltd,communication;docker;aws,Mohali
745,Machine Learning Engineer,Harris-Thomas,dl;flask;marketing;accounting;c++,Patiala
746,Quality Analyst,Wallace Ltd,nodejs;hr;python;sales;c++;java,Mohali
747,Machine Learning Engineer,Robertson-Moran,excel;nlp;sales;python;java,Bathinda
748,Quality Analyst,"Williamson, Cooper and Green",communication;project_management;excel;marketing;sales;nodejs;react,Bathinda
749,Data Analyst,"Marsh, Gonzalez and Kennedy",accounting;nodejs;excel,Bathinda
750,Quality Analyst,Grimes PLC,java;sales;python;aws;ml;excel;c++;communication,Amritsar
751,Sales Executive,Anderson and Sons,accounting;nodejs;sql,Jalandhar
752,Software Developer,Guerrero LLC,communication;python;hr;java;sales,Bathinda
753,Accountant,Sanchez and Sons,sales;aws;kubernetes;communication;project_management;dl;hr,Patiala
754,HR Executive,"Hall, Cooley and Williams",c++;dl;aws,Mohali
755,Data Analyst,"Fischer, Jackson and Bishop",marketing;c++;hr;sql;excel,Mohali
756,Full Stack Developer,"Taylor, Martinez and Carson",excel;django;ml;java;hr;nlp,Hoshiarpur
757,Software Developer,Gutierrez PLC,project_management;excel;dl;java;marketing;docker;django;accounting,Amritsar
758,Full Stack Developer,"Chang, Huff and Robinson",communication;accounting,Patiala
759,Digital Marketer,Stone-Sutton,java;nlp;hr;marketing,Ludhiana
760,Quality Analyst,Wells-Anderson,c++;flask;aws;accounting;java;excel,Chandigarh
761,Full Stack Developer,"Frederick, Brown and Johnson",sql;java;react;c++;project_management,Patiala
762,Digital Marketer,Ryan LLC,kubernetes;accounting;react;aws;communication,Chandigarh
763,Field Officer,"Delgado, Stevens and Wiggins",react;hr;sales;marketing,Patiala
764,Full Stack Developer,Velasquez Group,project_management;java;aws;sales;sql,Amritsar
765,Digital Marketer,Gutierrez LLC,project_management;django;dl;sql;c++,Chandigarh
766,Field Officer,Beasley-Villa,excel;project_management;c++;ml;kubernetes,Firozpur
767,HR Executive,Miller-Cooper,project_management;react;marketing;flask;python;sql,Jalandhar
768,Accountant,Boyd PLC,java;communication;hr;docker;c++;project_management;accounting,Hoshiarpur
769,Software Developer,Allen-Leach,ml;python;accounting,Chandigarh
770,Sales Executive,Shaw-Morgan,marketing;react,Chandigarh
771,Data Analyst,Taylor-Davis,java;aws;nlp,Amritsar
772,Field Officer,Hendricks-Fitzpatrick,python;hr;accounting;sql,Jalandhar
773,Full Stack Developer,Hughes PLC,accounting;nodejs;react;python;kubernetes;django,Amritsar
774,Accountant,"Brown, Brown and Rivera",accounting;sql;nlp,Bathinda
775,Field Officer,"Smith, Hill and Forbes",nlp;sales;hr,Mohali
776,Data Analyst,Stewart LLC,nlp;nodejs;excel;python;sql;django;c++;kubernetes,Chandigarh
777,Software Developer,Huber-Mercado,react;python;project_management;dl;c++;sql;aws;nlp,Mohali
778,Quality Analyst,"Valdez, Adams and Richmond",marketing;kubernetes;excel;docker,Mohali
779,Accountant,Kennedy LLC,django;aws;python,Amritsar
780,Accountant,Richards-Cummings,react;marketing;nlp,Mohali
781,Full Stack Developer,"Bryan, Diaz and Gonzalez",hr;docker;flask;c++;react;dl,Patiala
782,Accountant,"Roberts, Klein and Wolfe",react;dl;hr;java,Jalandhar
783,Field Officer,Watts Group,c++;django;java;ml;sales;hr;docker,Hoshiarpur
784,Accountant,Turner-Jones,communication;kubernetes;python,Mohali
785,Digital Marketer,Black-Patel,marketing;sql;project_management;react;nlp;communication;c++,Patiala
786,Data Analyst,Lopez and Sons,marketing;django;accounting;nlp,Firozpur
787,Data Analyst,"Mcdaniel, Coleman and Lowe",c++;marketing;communication;accounting,Amritsar
788,Field Officer,Knight-Hoffman,hr;flask;c++;sales;docker,Patiala
789,HR Executive,Martin-Sanchez,accounting;django;marketing;java;flask;react;hr,Ludhiana
790,Sales Executive,Jenkins-Webb,nodejs;hr;marketing;accounting;project_management;java,Patiala
791,Field Officer,Page-Taylor,flask;kubernetes,Mohali
792,Software Developer,Mckinney and Sons,flask;sql;hr;sales;docker;communication;marketing,Chandigarh
793,HR Executive,Montes PLC,project_management;aws;hr;marketing;java;sql;docker;react,Bathinda
794,Quality Analyst,"Gibbs, Sutton and Walker",react;docker,Bathinda
795,Digital Marketer,"Gutierrez, Davis and Maxwell",react;flask,Mohali
796,Accountant,Owens Ltd,project_management;react,Amritsar
797,Digital Marketer,Morrison-Rowe,excel;communication,Bathinda
798,Digital Marketer,"Cole, Perez and Peterson",nlp;docker,Ludhiana
799,Software Developer,Warner-Campbell,project_management;flask;docker,Ludhiana
800,Data Analyst,"Scott, Wagner and Larson",docker;flask;ml;marketing,Ludhiana
801,Machine Learning Engineer,Bowers-King,nlp;docker;project_management;aws;flask;accounting;c++;ml,Hoshiarpur
802,Accountant,Ortiz Group,kubernetes;excel;flask,Bathinda
803,Sales Executive,Griffin Group,c++;react;kubernetes,Mohali
804,Digital Marketer,Dennis-Ortiz,c++;flask;accounting;project_management,Jalandhar
805,Full Stack Developer,"Hubbard, Parker and Clark",excel;c++;java;react;dl;sales,Amritsar
806,Full Stack Developer,Stafford-Coffey,flask;sql;nodejs;docker;kubernetes,Mohali
807,Sales Executive,Taylor and Sons,java;nodejs;sql;flask;marketing,Patiala
808,Quality Analyst,"Barber, Martinez and Wiley",python;ml;accounting;dl;flask,Firozpur
809,Full Stack Developer,"Ramirez, Lewis and Campbell",python;dl;flask;excel;marketing;project_management;nodejs;sql,Mohali
810,Software Developer,Thomas LLC,flask;communication;python,Patiala
811,Quality Analyst,"Clark, Ho and Jordan",ml;django;python;accounting;sales;project_management;aws;dl,Patiala
812,Machine Learning Engineer,"Richardson, Ramos and Washington",nodejs;project_management;django;react;hr;dl;nlp;accounting,Bathinda
813,Field Officer,Frank-Gray,react;hr;nlp;flask;project_management;marketing;communication;nodejs,Hoshiarpur
814,Digital Marketer,Bennett LLC,python;nodejs;accounting;sales;excel;hr,Firozpur
815,HR Executive,Roberts Ltd,communication;ml;c++,Firozpur
816,Field Officer,"Harding, Short and Chang",dl;c++;nlp;communication;marketing;sales;java;project_management,Jalandhar
817,Sales Executive,"Sharp, Fields and Anderson",ml;flask;java;sales;django;sql,Chandigarh
818,Field Officer,Mathis and Sons,react;python;aws;accounting;dl;marketing;flask;communication,Hoshiarpur
819,Quality Analyst,King PLC,nodejs;marketing,Bathinda
820,HR Executive,Cardenas-Rose,nlp;flask;nodejs;project_management,Patiala
821,Full Stack Developer,"Wilson, Smith and Mckinney",flask;dl;marketing;sales;ml;python;accounting,Bathinda
822,Accountant,"Fuller, Harris and Harris",project_management;sql,Patiala
823,Digital Marketer,Fisher-Phillips,hr;marketing;sales;communication;flask;project_management;ml,Bathinda
824,Digital Marketer,Rivers Inc,communication;c++;dl;marketing;aws;sql,Hoshiarpur
825,Digital Marketer,"Castaneda, Greene and Robinson",java;marketing;react,Mohali
826,Accountant,"Lopez, Baker and Hobbs",django;ml;sales;nlp,Patiala
827,Accountant,Clark PLC,docker;kubernetes;project_management;django;dl;c++;sql,Chandigarh
828,Software Developer,Lawson and Sons,communication;c++;marketing;docker;sales;excel;java,Firozpur
829,Quality Analyst,Howard and Sons,react;docker;accounting;hr,Patiala
830,Accountant,Castro-Flores,sql;docker;c++;kubernetes,Hoshiarpur
831,Accountant,Hernandez-Chambers,docker;sql;dl;excel;java;flask;nodejs,Amritsar
832,Digital Marketer,"Davis, Blackwell and Chung",django;docker;hr;kubernetes;marketing;excel;aws;sales,Ludhiana
833,Sales Executive,Lee-Richard,sql;ml;sales,Hoshiarpur
834,Accountant,Parker-Harrell,react;python;django;project_management;java;sql;communication,Bathinda
835,Digital Marketer,Thompson Ltd,kubernetes;communication;ml;sales,Chandigarh
836,Quality Analyst,"Lucero, Stevenson and Williams",marketing;project_management;sales;accounting;c++;react;dl,Bathinda
837,Digital Marketer,"Brennan, Marshall and Salazar",project_management;java;django;react;aws;nodejs,Patiala
838,Quality Analyst,Garcia-Flynn,java;project_management;kubernetes;accounting;dl;c++;docker,Jalandhar
839,Data Analyst,Olsen PLC,kubernetes;ml;sales;c++;project_management;sql;excel,Amritsar
840,Sales Executive,Boyd-Lynch,dl;project_management;sql;sales;nodejs;communication;flask,Amritsar
841,Sales Executive,Mercer PLC,nodejs;ml;sales;docker;flask,Mohali
842,Digital Marketer,"Wade, Hughes and Shaw",react;c++;flask;java;communication;marketing;sales,Mohali
843,Software Developer,Foley-Martinez,marketing;nodejs;communication;flask;accounting;project_management,Bathinda
844,Sales Executive,French-Guerrero,aws;sql;java;django;hr;c++;react;docker,Amritsar
845,Field Officer,"Mendez, Ryan and Nelson",python;react;nlp;django,Amritsar
846,HR Executive,"Avila, Moss and Norman",flask;docker;react;marketing;excel;java;accounting,Bathinda
847,Sales Executive,Jacobson-Patterson,communication;c++;docker;sales;nodejs;python,Firozpur
848,Full Stack Developer,Smith-Travis,hr;flask;c++;accounting;react;python,Ludhiana
849,Accountant,"Miller, Jenkins and Smith",c++;ml;project_management,Firozpur
850,HR Executive,Martin Inc,django;project_management;communication,Chandigarh
851,Sales Executive,"Sullivan, Johnson and Wolfe",react;java,Jalandhar
852,Machine Learning Engineer,"Mueller, Rodgers and Harper",c++;communication;sql;accounting,Mohali
853,Machine Learning Engineer,"Maldonado, Daniel and Herrera",docker;java;ml,Chandigarh
854,Accountant,Christensen-Delgado,aws;flask;react;c++;communication;sales;excel,Mohali
855,HR Executive,"Ruiz, Jordan and Taylor",hr;nlp;sales;nodejs;accounting;communication,Patiala
856,Sales Executive,"Johnson, Stevens and Dixon",dl;docker;ml;react,Firozpur
857,Data Analyst,"Shields, Anderson and Berg",java;flask,Jalandhar
858,Machine Learning Engineer,"Caldwell, Robinson and Lucas",marketing;communication;aws;nodejs;django;c++;kubernetes,Ludhiana
859,Software Developer,"Wilson, Dennis and Lucas",sales;python;c++;docker;aws,Amritsar
860,Software Developer,Sullivan Group,accounting;django;react;dl;nlp,Patiala
861,Sales Executive,"Beltran, Dunlap and Evans",hr;marketing;ml,Mohali
862,Data Analyst,Deleon and Sons,communication;flask;accounting;project_management;hr;c++;react,Chandigarh
863,Software Developer,"Hodges, Wood and Case",communication;accounting;c++,Jalandhar
864,Field Officer,Stewart-Hernandez,sql;aws;react,Bathinda
865,Full Stack Developer,"Pugh, Wallace and Barrett",flask;docker;django;java;ml;sales;kubernetes,Chandigarh
866,Software Developer,Velazquez Ltd,kubernetes;nlp;nodejs;java;docker;django,Mohali
867,Data Analyst,"Gallegos, Ward and Sanders",flask;django,Chandigarh
868,Digital Marketer,Jensen-Marks,ml;communication;nlp;marketing;docker;python;kubernetes;flask,Hoshiarpur
869,Software Developer,Brown-Esparza,sql;django,Jalandhar
870,Full Stack Developer,Villarreal Group,hr;aws;marketing;nlp;c++;nodejs,Bathinda
871,Accountant,Cook-Erickson,react;accounting,Bathinda
872,HR Executive,"Lewis, Davis and Bowers",nodejs;hr;nlp;ml;dl;project_management;kubernetes,Bathinda
873,Digital Marketer,Rosario PLC,nodejs;c++;aws;marketing;sales;dl,Patiala
874,Quality Analyst,Russell-Love,flask;aws;java;kubernetes;nlp,Bathinda
875,Full Stack Developer,Dawson-Gill,communication;marketing;excel;django;project_management;hr,Chandigarh
876,Software Developer,Smith-Garza,sales;django;marketing;react;project_management;dl;aws;kubernetes,Jalandhar
877,HR Executive,"Rodriguez, Hampton and Parker",excel;ml;nodejs;communication,Firozpur
878,Data Analyst,Hart Inc,dl;marketing;nodejs;django;project_management;hr;docker,Ludhiana
879,HR Executive,Barrett-Robertson,dl;sales;sql;ml,Mohali
880,Accountant,Smith Group,ml;accounting;nodejs;marketing;flask,Firozpur
881,Accountant,Jones-Long,excel;flask;python;sales,Ludhiana
882,Machine Learning Engineer,Phillips-Mercado,nodejs;communication,Firozpur
883,Full Stack Developer,Wright-Davis,kubernetes;django;project_management;nodejs;excel;sales,Hoshiarpur
884,Machine Learning Engineer,"Kelly, Hunt and Frederick",dl;ml;hr;nodejs;sql,Firozpur
885,Sales Executive,"Davis, Mitchell and Snyder",sales;nodejs;docker;hr;sql;accounting;python,Patiala
886,Software Developer,"Marsh, Mitchell and Wood",ml;project_management;c++;hr,Hoshiarpur
887,Machine Learning Engineer,Rose-Mcgrath,kubernetes;react;marketing;docker;accounting;nodejs,Chandigarh
888,Accountant,"Schmitt, Barnett and Hanson",django;aws;communication;docker;sql;hr;excel,Amritsar
889,Machine Learning Engineer,Solis-Mills,python;docker;marketing;django;aws;dl;project_management;react,Chandigarh
890,Digital Marketer,Ellis-Hayes,accounting;java;sql;docker;communication;aws;c++;dl,Jalandhar
891,Data Analyst,"Wilson, Mcguire and Hunter",flask;hr,Bathinda
892,Machine Learning Engineer,Morris Group,dl;sales;c++,Bathinda
893,Accountant,Arellano-Morgan,nlp;hr;marketing;project_management;excel,Bathinda
894,Sales Executive,Smith Group,nlp;kubernetes,Amritsar
895,Full Stack Developer,Oneill Group,python;project_management;nodejs;docker;accounting,Amritsar
896,Sales Executive,Wolf-Sims,excel;sql;project_management,Patiala
897,Data Analyst,"Green, Mcmillan and Coleman",react;project_management;flask;kubernetes;nodejs,Patiala
898,Digital Marketer,"Walker, Gay and Wilson",excel;sql,Chandigarh
899,Digital Marketer,Wilson LLC,sales;accounting;project_management;excel,Chandigarh
900,Data Analyst,Frey Ltd,django;project_management;excel;dl;sales;communication,Mohali
901,Sales Executive,"Valentine, Roberts and Martin",django;docker;communication;nlp;excel,Patiala
902,Quality Analyst,Shea-Brown,aws;c++;nodejs,Patiala
903,Digital Marketer,Cruz-Beck,c++;django;accounting;nodejs;flask;project_management;react;python,Amritsar
904,Full Stack Developer,Ballard PLC,docker;dl;marketing,Bathinda
905,Digital Marketer,"Taylor, Estrada and Fowler",excel;flask;nodejs,Jalandhar
906,Data Analyst,Williams LLC,python;communication;excel;flask,Chandigarh
907,HR Executive,Clark-Hutchinson,nodejs;hr;dl,Jalandhar
908,Accountant,"Golden, Mathis and Baxter",kubernetes;nlp,Chandigarh
909,HR Executive,Harris-Stephenson,dl;nodejs;excel;flask;accounting;django;sql;sales,Mohali
910,Quality Analyst,Copeland-Simpson,kubernetes;communication;flask;django;ml;nodejs,Firozpur
911,HR Executive,Wilkins and Sons,marketing;project_management,Hoshiarpur
912,Digital Marketer,Page PLC,sql;hr;marketing;accounting;excel;docker,Mohali
913,Field Officer,Roberts Group,sales;react;ml;hr,Chandigarh
914,Quality Analyst,"Sweeney, Rodriguez and Baldwin",sql;marketing;dl;accounting;excel;communication,Bathinda
915,HR Executive,Terry PLC,project_management;sql;python;marketing;dl;nlp,Chandigarh
916,Sales Executive,Brown-Sanders,marketing;nlp;kubernetes;ml,Patiala
917,Software Developer,"Gutierrez, Barry and Carey",python;sales;excel;aws;java;c++,Chandigarh
918,HR Executive,Mcdonald Inc,c++;dl,Patiala
919,Digital Marketer,Savage-Thomas,hr;django;aws;java;sales;nodejs;marketing,Mohali
920,HR Executive,Martin-Parker,kubernetes;marketing;java;dl,Firozpur
921,HR Executive,"Daniels, Holt and Thomas",docker;marketing;aws;sales,Chandigarh
922,Sales Executive,Garcia Inc,nodejs;python;kubernetes;accounting;marketing,Patiala
923,Quality Analyst,Ellis Inc,react;communication;nlp;ml,Hoshiarpur
924,Quality Analyst,"Brown, Davis and Huffman",c++;excel;docker;python;dl;java,Chandigarh
925,Machine Learning Engineer,"Brown, Navarro and Brown",python;communication,Bathinda
926,HR Executive,Johnson LLC,sql;docker;hr;ml;c++,Patiala
927,Machine Learning Engineer,Johnston-Crawford,nodejs;dl;flask,Hoshiarpur
928,Digital Marketer,Gomez-Smith,sales;kubernetes;marketing;project_management;ml,Firozpur
929,Quality Analyst,Wilcox and Sons,hr;java;flask,Ludhiana
930,Data Analyst,Orr-Lawrence,accounting;python;marketing;hr,Patiala
931,Software Developer,"Romero, Kim and Barron",project_management;django,Patiala
932,Software Developer,"Williams, Rose and Garcia",sql;kubernetes,Amritsar
933,Digital Marketer,Davidson-Martin,sql;marketing;java;c++,Mohali
934,Digital Marketer,Meza PLC,sales;react;excel;nodejs;communication,Patiala
935,Quality Analyst,Garza-Smith,sales;dl;nlp;project_management,Ludhiana
936,Software Developer,"Downs, Williams and Williams",sql;communication;marketing,Firozpur
937,Software Developer,Downs LLC,nodejs;c++;nlp,Bathinda
938,Software Developer,"Stout, Williams and Jones",dl;c++;ml;marketing;react;nodejs;excel,Firozpur
939,HR Executive,Wagner LLC,docker;flask;hr;accounting;communication,Firozpur
940,HR Executive,"Mills, Saunders and Sparks",ml;marketing;docker;python;excel,Patiala
941,Sales Executive,Morrison-Alvarez,java;communication;hr;project_management;c++,Jalandhar
942,Accountant,"Hammond, Barr and Bernard",sql;hr;kubernetes;accounting;python;excel,Jalandhar
943,Quality Analyst,Ross LLC,accounting;marketing;excel;ml;c++;nlp,Firozpur
944,Accountant,Davis LLC,communication;docker;django;c++,Chandigarh
945,Machine Learning Engineer,Meyer PLC,sales;python,Bathinda
946,Accountant,Matthews-Graves,excel;java;c++;python;flask,Amritsar
947,Quality Analyst,Williams-Jordan,java;nodejs;c++;marketing;excel;accounting;docker,Ludhiana
948,Sales Executive,Harris Inc,django;sales,Chandigarh
949,Field Officer,"Cummings, Acevedo and Flynn",hr;ml;sql;nodejs,Patiala
950,Data Analyst,"Owens, Martinez and Morales",flask;communication,Patiala
951,Digital Marketer,Padilla-Bell,kubernetes;docker;flask,Firozpur
952,Software Developer,"Carr, Fitzgerald and Torres",sales;hr;marketing;accounting,Firozpur
953,Data Analyst,Matthews-Williams,react;communication;flask;sales;excel,Jalandhar
954,Accountant,"Mcbride, Simon and Durham",excel;nlp;react;nodejs;dl;sql;docker,Jalandhar
955,Accountant,Branch PLC,sql;dl;docker;accounting,Amritsar
956,Software Developer,Taylor Group,java;kubernetes;sql;dl;sales;nodejs,Jalandhar
957,Data Analyst,Matthews PLC,communication;react;hr;python;flask;dl;kubernetes;sql,Bathinda
958,Field Officer,English PLC,django;sql,Firozpur
959,Software Developer,Taylor Inc,react;java;python,Amritsar
960,Digital Marketer,Flores-Hernandez,sql;ml,Jalandhar
961,Accountant,Mcgee-Williams,flask;sql;kubernetes;react;excel;accounting;python;nodejs,Jalandhar
962,Digital Marketer,Davis-Robinson,flask;project_management;aws;nodejs;excel;ml;react,Firozpur
963,Data Analyst,Alvarez-Walker,aws;flask;accounting,Ludhiana
964,Digital Marketer,Mitchell PLC,sales;marketing;project_management;ml;accounting;excel,Ludhiana
965,Field Officer,Anderson and Sons,aws;hr,Chandigarh
966,Digital Marketer,"Miller, Ballard and Pierce",python;docker;project_management;marketing;communication;hr,Ludhiana
967,Sales Executive,Rodriguez-Madden,c++;excel;sales,Jalandhar
968,Quality Analyst,Cochran-Fisher,django;sales;ml;kubernetes;nlp;aws;python,Ludhiana
969,HR Executive,Werner-Diaz,flask;aws;communication;django;accounting,Firozpur
970,Machine Learning Engineer,Johnson-Hale,aws;flask;django;python;accounting;communication,Patiala
971,Data Analyst,"Ballard, Smith and Taylor",excel;accounting;django;react;docker;java;marketing;python,Bathinda
972,Accountant,"Nash, Ward and Harper",hr;excel;sales;c++;aws;accounting;marketing;python,Jalandhar
973,Quality Analyst,Campbell-Velazquez,django;java;sql;c++;kubernetes;accounting,Hoshiarpur
974,Digital Marketer,"Taylor, Mccarty and Wilson",react;sales;sql;django;marketing;accounting,Firozpur
975,Data Analyst,Dillon-Sanders,excel;project_management;django;nodejs;react;aws;marketing;java,Patiala
976,Accountant,Carson Ltd,java;aws;react;ml;project_management;marketing;excel,Bathinda
977,Software Developer,"Gibson, Hawkins and Smith",communication;marketing;sql;project_management;aws,Jalandhar
978,Quality Analyst,Barr and Sons,accounting;flask;hr;docker;aws;dl,Chandigarh
979,Digital Marketer,"Mccormick, Underwood and Hodge",sales;communication;aws;react;python;kubernetes;docker;sql,Patiala
980,Accountant,Ferguson-Miller,marketing;hr;flask;kubernetes;communication;docker,Bathinda
981,Sales Executive,Williams-Carpenter,nlp;kubernetes,Firozpur
982,Sales Executive,Morris Inc,sql;django;nodejs;excel;communication;aws;react;hr,Amritsar
983,Accountant,Mccarthy-Blanchard,django;python;excel;hr;communication;flask;java,Patiala
984,Data Analyst,"Barrera, Chapman and Pope",nodejs;flask;c++;sales,Mohali
